id,run/V,chi_nsubj|chi_obl:agent
run/fic_1921_5302_cleaned_part1406.txt/36,['run/V'],['who/nsubj']
run/fic_1920_3526_cleaned_part94.txt/55,['run/V'],['which/nsubj']
run/fic_1921_2976_cleaned_part1442.txt/89,['run/V'],['cuff/nsubj']
run/fic_1920_550_cleaned_part92.txt/4,['run/V'],['bear/nsubj']
run/fic_1920_550_cleaned_part92.txt/65,['run/V'],['man/amod']
run/fic_1912_639_cleaned_part1436.txt/20,['run/V'],['who/nsubj']
run/fic_1913_481_cleaned_part732.txt/64,['run/V'],['that/nsubj']
run/fic_1916_3504_cleaned_part260.txt/21,['run/V'],['mr.-/nsubj']
run/fic_1913_13915_cleaned_part136.txt/28,['run/V'],['blood/nsubj']
run/fic_1917_1415_cleaned_part140.txt/29,['run/V'],['that/nsubj']
run/fic_1920_3526_cleaned_part99.txt/32,['run/V'],['penrod/nsubj']
run/fic_1913_4403_cleaned_part1263.txt/39,['run/V'],['john/nsubj']
run/fic_1922_2995_cleaned_part607.txt/58,['run/V'],['bunny/nsubj']
run/fic_1921_4568_cleaned_part378.txt/14,['run/V'],['lots/nsubj']
run/fic_1928_12537_cleaned_part156.txt/16,['run/V'],['polly/nsubj']
run/fic_1911_3479_cleaned_part140.txt/34,['run/V'],['mr.-/nsubj']
run/fic_1913_481_cleaned_part779.txt/117,['run/V'],['aunt/nsubj']
run/fic_1922_1547_cleaned_part646.txt/13,['run/V'],['that/nsubj']
run/fic_1917_1415_cleaned_part194.txt/13,['run/V'],['that/nsubj']
run/fic_1914_145_cleaned_part734.txt/3,['run/V'],['one/nsubj']
run/fic_1922_3477_cleaned_part88.txt/52,['run/V'],['bernard/nsubj']
run/fic_1922_3477_cleaned_part83.txt/68,['run/V'],['harriet/nsubj']
run/fic_1920_3526_cleaned_part170.txt/65,['run/V'],['that/nsubj']
run/fic_1919_3313_cleaned_part242.txt/5,['run/V'],['wife/nmod:poss']
run/fic_1911_13924_cleaned_part757.txt/29,['run/V'],['all/nsubj']
run/fic_1917_2997_cleaned_part96.txt/17,['run/V'],['those/nsubj']
run/fic_1922_5521_cleaned_part46.txt/58,['run/V'],['that/nsubj']
run/fic_1920_3419_cleaned_part129.txt/46,['run/V'],['anna/nsubj']
run/fic_1922_1547_cleaned_part847.txt/16,['run/V'],['mistress/nmod:poss']
run/fic_1911_3479_cleaned_part377.txt/23,['run/V'],['who/nsubj']
run/fic_1921_305_cleaned_part684.txt/88,['run/V'],['linda/nsubj']
run/fic_1911_5356_cleaned_part310.txt/4,['run/V'],['hand/nmod:poss']
run/fic_1919_1548_cleaned_part61.txt/75,['run/V'],['hand/nmod:poss']
run/fic_1921_3246_cleaned_part558.txt/77,['run/V'],['who/nsubj']
run/fic_1921_3246_cleaned_part535.txt/10,['run/V'],"['chapter/nsubj', 'frank/nsubj']"
run/fic_1921_3246_cleaned_part554.txt/71,['run/V'],['frank/nsubj']
run/fic_1921_305_cleaned_part699.txt/3,['run/V'],['linda/nsubj']
run/fic_1922_5521_cleaned_part70.txt/4,['run/V'],['wagon/compound']
run/fic_1911_3479_cleaned_part417.txt/28,['run/V'],['that/nsubj']
run/fic_1921_3246_cleaned_part562.txt/54,['run/V'],['which/nsubj']
run/fic_1919_3313_cleaned_part452.txt/47,['run/V'],['who/nsubj']
run/fic_1921_483_cleaned_part474.txt/4,['run/V'],['honey/nsubj']
run/fic_1920_3419_cleaned_part157.txt/101,['run/V'],['anna/nsubj']
run/fic_1911_13924_cleaned_part971.txt/25,['run/V'],['daughter/nmod:poss']
run/fic_1918_4264_cleaned_part469.txt/50,['run/V'],['ragged/nsubj']
run/fic_1916_2948_cleaned_part138.txt/38,['run/V'],['anita/nsubj']
run/fic_1920_5734_cleaned_part307.txt/3,['run/V'],['this/nsubj']
run/fic_1917_2997_cleaned_part151.txt/56,['run/V'],['matter/nsubj']
run/fic_1921_2976_cleaned_part1755.txt/3,['run/V'],['joan/nsubj']
run/fic_1916_13148_cleaned_part219.txt/27,['run/V'],['everyone/nsubj']
run/fic_1912_2727_cleaned_part201.txt/47,['run/V'],['who/nsubj']
run/fic_1923_14315_cleaned_part4.txt/94,['run/V'],['song/nmod:poss']
run/fic_1916_1760_cleaned_part113.txt/53,['run/V'],['story/nmod:poss']
run/fic_1920_3419_cleaned_part195.txt/85,['run/V'],['each/nsubj']
run/fic_1920_3419_cleaned_part203.txt/17,['run/V'],['anna/nsubj']
run/fic_1920_3419_cleaned_part203.txt/94,['run/V'],['who/nsubj']
run/fic_1924_2687_cleaned_part995.txt/14,['run/V'],['hugh/nsubj']
run/fic_1922_5521_cleaned_part123.txt/28,['run/V'],['water/amod']
run/fic_1916_2948_cleaned_part159.txt/8,['run/V'],['mrs.-/nsubj']
run/fic_1917_1415_cleaned_part470.txt/85,['run/V'],['mifflin/nsubj']
run/fic_1921_721_cleaned_part846.txt/4,['run/V'],['rumour/nsubj']
run/fic_1920_5734_cleaned_part353.txt/10,['run/V'],['rustlers/nsubj']
run/fic_1921_1256_cleaned_part2315.txt/59,['run/V'],['what/nsubj']
run/fic_1916_2948_cleaned_part166.txt/87,['run/V'],['anita/nsubj']
run/fic_1919_1590_cleaned_part94.txt/61,['run/V'],['which/nsubj']
run/fic_1920_3419_cleaned_part231.txt/79,['run/V'],['other/det']
run/fic_1921_2541_cleaned_part621.txt/47,['run/V'],['helen/nsubj']
run/fic_1914_13914_cleaned_part180.txt/46,['run/V'],['mason/nsubj']
run/fic_1911_5835_cleaned_part1721.txt/53,['run/V'],"['finger/nmod:poss', 'franz/nsubj']"
run/fic_1919_1368_cleaned_part803.txt/73,['run/V'],['sympathy/compound']
run/fic_1929_4515_cleaned_part317.txt/77,['run/V'],['that/nsubj']
run/fic_1921_946_cleaned_part740.txt/49,['run/V'],['some/nsubj']
run/fic_1921_2541_cleaned_part643.txt/44,['run/V'],['helen/nsubj']
run/fic_1919_3313_cleaned_part530.txt/35,['run/V'],['government/nmod:poss']
run/fic_1921_5230_cleaned_part1798.txt/34,['run/V'],['man/nsubj']
run/fic_1922_1547_cleaned_part982.txt/29,['run/V'],['that/nsubj']
run/fic_1922_2297_cleaned_part1083.txt/41,['run/V'],['grandma/nsubj']
run/fic_1922_4266_cleaned_part333.txt/9,['run/V'],['jacana/nsubj']
run/fic_1919_3188_cleaned_part477.txt/102,['run/V'],['this/nsubj']
run/fic_1916_2948_cleaned_part219.txt/100,['run/V'],['note/nmod:poss']
run/fic_1923_14315_cleaned_part91.txt/20,['run/V'],['time/nsubj']
run/fic_1929_4515_cleaned_part360.txt/53,['run/V'],['another/nsubj']
run/fic_1910_13150_cleaned_part13.txt/9,['run/V'],['anybody/nsubj']
run/fic_1920_1800_cleaned_part432.txt/54,['run/V'],['mind/nmod:poss']
run/fic_1922_2297_cleaned_part1106.txt/41,['run/V'],['trouble/nmod:poss']
run/fic_1921_721_cleaned_part913.txt/47,['run/V'],['marius/nsubj']
run/fic_1921_2717_cleaned_part153.txt/59,['run/V'],['who/nsubj']
run/fic_1918_3785_cleaned_part858.txt/8,['run/V'],['nelly/nsubj']
run/fic_1913_2427_cleaned_part152.txt/55,['run/V'],['cycle/nmod:poss']
run/fic_1914_14083_cleaned_part339.txt/36,['run/V'],['thing/nsubj']
run/fic_1921_3246_cleaned_part711.txt/30,['run/V'],['that/nsubj']
run/fic_1912_3500_cleaned_part52.txt/12,['run/V'],['a/nsubj']
run/fic_1912_5100_cleaned_part741.txt/77,['run/V'],['which/nsubj']
run/fic_1914_14083_cleaned_part371.txt/21,['run/V'],['doris/nsubj']
run/fic_1921_1234_cleaned_part368.txt/5,['run/V'],['one/det']
run/fic_1913_5228_cleaned_part425.txt/88,['run/V'],['who/nsubj']
run/fic_1912_3500_cleaned_part82.txt/86,['run/V'],['somebody/nsubj']
run/fic_1914_14083_cleaned_part343.txt/47,['run/V'],['doris/parataxis']
run/fic_1911_13924_cleaned_part1141.txt/26,['run/V'],['dick/nsubj']
run/fic_1921_3246_cleaned_part731.txt/47,['run/V'],['that/nsubj']
run/fic_1920_3419_cleaned_part340.txt/74,['run/V'],['anna/nsubj']
run/fic_1920_3419_cleaned_part348.txt/3,['run/V'],['anna/nsubj']
run/fic_1916_3504_cleaned_part711.txt/80,['run/V'],['who/nsubj']
run/fic_1920_1800_cleaned_part521.txt/25,['run/V'],['who/nsubj']
run/fic_1922_2566_cleaned_part199.txt/30,['run/V'],['babe/nsubj']
run/fic_1921_483_cleaned_part662.txt/3,['run/V'],['honey/nsubj']
run/fic_1919_1590_cleaned_part203.txt/85,['run/V'],['which/nsubj']
run/fic_1921_721_cleaned_part999.txt/55,['run/V'],['everything/nsubj']
run/fic_1924_2687_cleaned_part1151.txt/40,['run/V'],['cynthia/nsubj']
run/fic_1920_3419_cleaned_part374.txt/9,['run/V'],['anna/nsubj']
run/fic_1916_3504_cleaned_part743.txt/4,['run/V'],['mr.-/nsubj']
run/fic_1918_3785_cleaned_part940.txt/6,['run/V'],['several/nsubj']
run/fic_1921_1234_cleaned_part404.txt/32,['run/V'],['that/nsubj']
run/fic_1921_483_cleaned_part692.txt/27,['run/V'],['smoky/nsubj']
run/fic_1921_14086_cleaned_part490.txt/10,['run/V'],['fiamma/nsubj']
run/fic_1919_3698_cleaned_part72.txt/116,['run/V'],['that/nsubj']
run/fic_1921_2717_cleaned_part249.txt/81,['run/V'],['nancy/nsubj']
run/fic_1919_1590_cleaned_part242.txt/47,['run/V'],['who/nsubj']
run/fic_1921_5695_cleaned_part13.txt/28,['run/V'],['which/nsubj']
run/fic_1917_2997_cleaned_part365.txt/35,['run/V'],['carol/nsubj']
run/fic_1920_5734_cleaned_part534.txt/80,['run/V'],['fellow/compound']
run/fic_1920_550_cleaned_part645.txt/20,['run/V'],['handkerchief/nmod:poss']
run/fic_1921_5695_cleaned_part21.txt/156,['run/V'],['which/nsubj']
run/fic_1921_483_cleaned_part709.txt/69,['run/V'],['jeff/nsubj']
run/fic_1915_5360_cleaned_part37.txt/25,['run/V'],['bascom/nsubj']
run/fic_1921_2717_cleaned_part285.txt/38,['run/V'],['indian/advmod']
run/fic_1920_3419_cleaned_part417.txt/11,['run/V'],['rebby/nsubj']
run/fic_1920_550_cleaned_part658.txt/30,['run/V'],['kitty/nsubj']
run/fic_1920_5734_cleaned_part571.txt/58,['run/V'],['lambert/nsubj']
run/fic_1922_5521_cleaned_part351.txt/31,['run/V'],['cut/nsubj']
run/fic_1919_1590_cleaned_part267.txt/9,['run/V'],['steve/nsubj']
run/fic_1919_1590_cleaned_part281.txt/100,['run/V'],['jones/nsubj']
run/fic_1921_1234_cleaned_part466.txt/49,['run/V'],['guess/amod']
run/fic_1922_5521_cleaned_part366.txt/17,['run/V'],['people/nsubj']
run/fic_1921_483_cleaned_part748.txt/41,['run/V'],['pop/nsubj']
run/fic_1920_576_cleaned_part96.txt/151,['run/V'],['that/nsubj']
run/fic_1918_1051_cleaned_part1116.txt/41,['run/V'],['that/nsubj']
run/fic_1922_5521_cleaned_part383.txt/36,['run/V'],['who/nsubj']
run/fic_1921_2717_cleaned_part328.txt/13,['run/V'],['dan/nsubj']
run/fic_1912_5100_cleaned_part878.txt/31,['run/V'],['which/nsubj']
run/fic_1922_3477_cleaned_part612.txt/79,['run/V'],['aunt/nsubj']
run/fic_1912_3500_cleaned_part189.txt/13,['run/V'],['lad/nmod:poss']
run/fic_1922_2566_cleaned_part349.txt/50,['run/V'],['who/nsubj']
run/fic_1921_305_cleaned_part1002.txt/74,['run/V'],['color/nmod:poss']
run/fic_1919_3698_cleaned_part184.txt/9,['run/V'],['that/nsubj']
run/fic_1915_2787_cleaned_part233.txt/61,['run/V'],['spirit/nmod:poss']
run/fic_1920_3526_cleaned_part732.txt/23,['run/V'],['chu/nsubj']
run/fic_1924_2687_cleaned_part1288.txt/17,['run/V'],['calvert/nsubj']
run/fic_1917_14473_cleaned_part34.txt/12,['run/V'],['miller/nsubj']
run/fic_1913_14211_cleaned_part740.txt/56,['run/V'],['kennedy/nsubj']
run/fic_1919_1590_cleaned_part332.txt/27,['run/V'],['that/nsubj']
run/fic_1921_305_cleaned_part1031.txt/31,['run/V'],['that/nsubj']
run/fic_1917_13495_cleaned_part37.txt/19,['run/V'],['peter/nsubj']
run/fic_1921_946_cleaned_part1015.txt/113,['run/V'],['who/nsubj']
run/fic_1916_2948_cleaned_part473.txt/8,['run/V'],['lawrence/nsubj']
run/fic_1911_3479_cleaned_part770.txt/59,['run/V'],['horace/nsubj']
run/fic_1920_4797_cleaned_part219.txt/92,['run/V'],['which/nsubj']
run/fic_1917_13495_cleaned_part54.txt/11,['run/V'],['peter/nsubj']
run/fic_1910_13150_cleaned_part258.txt/3,['run/V'],['inez/nsubj']
run/fic_1913_14211_cleaned_part808.txt/12,['run/V'],['mary/nsubj']
run/fic_1920_3419_cleaned_part541.txt/13,['run/V'],['rebby/nsubj']
run/fic_1911_5356_cleaned_part706.txt/17,['run/V'],['that/nsubj']
run/fic_1912_3413_cleaned_part72.txt/3,['run/V'],['billy/nsubj']
run/fic_1923_14315_cleaned_part367.txt/30,['run/V'],['nan/nsubj']
run/fic_1922_14301_cleaned_part6.txt/78,['run/V'],['child/nmod:poss']
run/fic_1911_2906_cleaned_part577.txt/38,['run/V'],['which/nsubj']
run/fic_1922_2297_cleaned_part1350.txt/66,['run/V'],['conjecture/nsubj']
run/fic_1915_2787_cleaned_part266.txt/62,['run/V'],['who/nsubj']
run/fic_1921_14086_cleaned_part664.txt/41,['run/V'],['who/nsubj']
run/fic_1922_14176_cleaned_part4.txt/138,['run/V'],['boy/compound']
run/fic_1917_13495_cleaned_part104.txt/4,['run/V'],['peter/nsubj']
run/fic_1924_2687_cleaned_part1336.txt/13,['run/V'],['cynthia/nsubj']
run/fic_1919_3698_cleaned_part269.txt/31,['run/V'],['horse/nmod:poss']
run/fic_1910_5623_cleaned_part194.txt/90,['run/V'],['own/nmod:poss']
run/fic_1921_1234_cleaned_part607.txt/3,['run/V'],['vona/nsubj']
run/fic_1916_2948_cleaned_part538.txt/3,['run/V'],['broussard/nsubj']
run/fic_1915_1982_cleaned_part233.txt/65,['run/V'],['which/nsubj']
run/fic_1919_3188_cleaned_part801.txt/17,['run/V'],['eye/nmod:poss']
run/fic_1919_1368_cleaned_part1206.txt/45,['run/V'],['who/nsubj']
run/fic_1921_721_cleaned_part1216.txt/20,['run/V'],['that/nsubj']
run/fic_1921_483_cleaned_part894.txt/30,['run/V'],['dog/nsubj']
run/fic_1911_2906_cleaned_part632.txt/25,['run/V'],['excitement/nsubj']
run/fic_1923_3712_cleaned_part735.txt/42,['run/V'],['commerce/nsubj']
run/fic_1916_2948_cleaned_part557.txt/3,['run/V'],['soldier/nsubj']
run/fic_1921_4627_cleaned_part1543.txt/41,['run/V'],['newsboy/compound']
run/fic_1921_5695_cleaned_part235.txt/65,['run/V'],['that/nsubj']
run/fic_1922_2327_cleaned_part602.txt/8,['run/V'],['betty/nsubj']
run/fic_1919_1590_cleaned_part478.txt/49,['run/V'],['captain/nsubj']
run/fic_1921_4627_cleaned_part1563.txt/23,['run/V'],['which/nsubj']
run/fic_1922_2566_cleaned_part508.txt/62,['run/V'],['junior/nsubj']
run/fic_1922_14176_cleaned_part112.txt/93,['run/V'],['who/nsubj']
run/fic_1921_1234_cleaned_part666.txt/23,['run/V'],['starr/nsubj']
run/fic_1922_2297_cleaned_part1461.txt/55,['run/V'],['mr.-/nsubj']
run/fic_1923_14315_cleaned_part457.txt/61,['run/V'],['robin/nsubj']
run/fic_1917_14473_cleaned_part192.txt/3,['run/V'],['lucille/nsubj']
run/fic_1911_5835_cleaned_part2143.txt/17,['run/V'],['that/nsubj']
run/fic_1924_2687_cleaned_part1426.txt/25,['run/V'],['who/nsubj']
run/fic_1911_5835_cleaned_part2144.txt/28,['run/V'],['karen/nsubj']
run/fic_1929_16858_cleaned_part59.txt/21,['run/V'],['horse/nmod:poss']
run/fic_1922_5521_cleaned_part572.txt/40,['run/V'],['other/nsubj']
run/fic_1921_13139_cleaned_part88.txt/31,['run/V'],['edge/nsubj']
run/fic_1922_14301_cleaned_part127.txt/51,['run/V'],['laura/nsubj']
run/fic_1912_664_cleaned_part160.txt/54,['run/V'],['eye/nmod:poss']
run/fic_1916_3504_cleaned_part1041.txt/53,['run/V'],['georgiana/nmod:poss']
run/fic_1921_3039_cleaned_part36.txt/3,['run/V'],['hen/nsubj']
run/fic_1911_2906_cleaned_part703.txt/10,['run/V'],['grace/nsubj']
run/fic_1917_13495_cleaned_part199.txt/3,['run/V'],['nancy/nsubj']
run/fic_1921_483_cleaned_part968.txt/27,['run/V'],['that/nsubj']
run/fic_1923_14315_cleaned_part498.txt/46,['run/V'],['dorothy/nsubj']
run/fic_1922_5521_cleaned_part583.txt/25,['run/V'],['who/nsubj']
run/fic_1922_3396_cleaned_part4.txt/5,['run/V'],['who/nsubj']
run/fic_1922_3396_cleaned_part13.txt/13,['run/V'],['who/nsubj']
run/fic_1921_483_cleaned_part979.txt/43,['run/V'],['head/nmod:poss']
run/fic_1922_2327_cleaned_part666.txt/17,['run/V'],['betty/nsubj']
run/fic_1922_2566_cleaned_part570.txt/50,['run/V'],['which/nsubj']
run/fic_1918_380_cleaned_part8.txt/5,['run/V'],['line/nmod:poss']
run/fic_1929_16858_cleaned_part51.txt/3,['run/V'],['riff/nsubj']
run/fic_1922_2327_cleaned_part680.txt/43,['run/V'],['ida/nsubj']
run/fic_1918_380_cleaned_part7.txt/44,['run/V'],['that/nsubj']
run/fic_1929_16858_cleaned_part97.txt/14,['run/V'],"['bennie/nsubj', 'riff/nsubj']"
run/fic_1922_2327_cleaned_part674.txt/10,['run/V'],['ida/nsubj']
run/fic_1922_2327_cleaned_part678.txt/3,['run/V'],['betty/nsubj']
run/fic_1912_5100_cleaned_part1110.txt/48,['run/V'],['cattle/nsubj']
run/fic_1921_946_cleaned_part1224.txt/16,['run/V'],['that/nsubj']
run/fic_1922_2327_cleaned_part704.txt/30,['run/V'],['that/nsubj']
run/fic_1912_5100_cleaned_part1152.txt/108,['run/V'],['that/nsubj']
run/fic_1929_16858_cleaned_part118.txt/3,['run/V'],['sentry/nsubj']
run/fic_1929_16858_cleaned_part118.txt/19,['run/V'],['soldier/amod']
run/fic_1919_3188_cleaned_part944.txt/17,['run/V'],['payne/nsubj']
run/fic_1920_4797_cleaned_part418.txt/83,['run/V'],['emulation/nsubj']
run/fic_1913_4676_cleaned_part82.txt/33,['run/V'],['which/nsubj']
run/fic_1911_2906_cleaned_part762.txt/26,['run/V'],['jessica/nsubj']
run/fic_1920_5734_cleaned_part882.txt/16,['run/V'],['that/nsubj']
run/fic_1921_14086_cleaned_part852.txt/25,['run/V'],['fiorenzo/nsubj']
run/fic_1929_16858_cleaned_part150.txt/37,['run/V'],['bennie/nsubj']
run/fic_1922_3477_cleaned_part914.txt/5,['run/V'],['some/nsubj']
run/fic_1914_16264_cleaned_part7.txt/157,['run/V'],['people/nsubj']
run/fic_1914_16264_cleaned_part7.txt/182,['run/V'],['people/nsubj']
run/fic_1914_16264_cleaned_part7.txt/230,['run/V'],['people/nsubj']
run/fic_1914_16264_cleaned_part7.txt/238,['run/V'],['people/nsubj']
run/fic_1914_16264_cleaned_part5.txt/93,['run/V'],['people/nsubj']
run/fic_1921_4627_cleaned_part1688.txt/4,['run/V'],['road/nmod:poss']
run/fic_1914_16264_cleaned_part1.txt/533,['run/V'],['people/nsubj']
run/fic_1914_16264_cleaned_part1.txt/634,['run/V'],['man/nsubj']
run/fic_1914_16264_cleaned_part1.txt/653,['run/V'],['people/nsubj']
run/fic_1914_16264_cleaned_part1.txt/668,['run/V'],['people/nsubj']
run/fic_1914_16264_cleaned_part1.txt/692,['run/V'],['people/nsubj']
run/fic_1922_2327_cleaned_part742.txt/3,['run/V'],['bobby/nsubj']
run/fic_1928_14082_cleaned_part222.txt/26,['run/V'],['e/nsubj']
run/fic_1911_13937_cleaned_part59.txt/18,['run/V'],['miss/nsubj']
run/fic_1910_5623_cleaned_part384.txt/25,['run/V'],['granger/nsubj']
run/fic_1928_14082_cleaned_part221.txt/21,['run/V'],['husband/nmod:poss']
run/fic_1911_2906_cleaned_part814.txt/51,['run/V'],['anne/nsubj']
run/fic_1919_1368_cleaned_part1386.txt/19,['run/V'],['alanson/nsubj']
run/fic_1914_16264_cleaned_part2.txt/12,['run/V'],['people/nsubj']
run/fic_1919_3698_cleaned_part459.txt/40,['run/V'],['trail/nmod:poss']
run/fic_1913_4840_cleaned_part147.txt/21,['run/V'],['imagination/nmod:poss']
run/fic_1920_4797_cleaned_part479.txt/8,['run/V'],['indignation/nsubj']
run/fic_1922_2566_cleaned_part678.txt/48,['run/V'],['yale/nsubj']
run/fic_1928_14082_cleaned_part261.txt/6,['run/V'],['who/nsubj']
run/fic_1922_3396_cleaned_part131.txt/3,['run/V'],['girl/nsubj']
run/fic_1913_4840_cleaned_part159.txt/79,['run/V'],['mother/nsubj']
run/fic_1920_3526_cleaned_part1037.txt/106,['run/V'],['opponent/nmod:poss']
run/fic_1920_576_cleaned_part465.txt/32,['run/V'],['brooks/nsubj']
run/fic_1915_2787_cleaned_part540.txt/37,['run/V'],['vein/nmod:poss']
run/fic_1911_5835_cleaned_part2321.txt/5,['run/V'],['that/nsubj']
run/fic_1913_5228_cleaned_part920.txt/3,['run/V'],['phil/nsubj']
run/fic_1919_14255_cleaned_part90.txt/15,['run/V'],['that/nsubj']
run/fic_1910_5623_cleaned_part458.txt/41,['run/V'],['water/nmod:poss']
run/fic_1915_5360_cleaned_part459.txt/80,['run/V'],['that/nsubj']
run/fic_1920_5734_cleaned_part982.txt/54,['run/V'],"['lambert/nsubj', 'intent/nsubj']"
run/fic_1922_2297_cleaned_part1674.txt/40,['run/V'],['somebody/nsubj']
run/fic_1922_2297_cleaned_part1683.txt/78,['run/V'],['who/nsubj']
run/fic_1921_14297_cleaned_part657.txt/39,['run/V'],['mr.-/nsubj']
run/fic_1927_14501_cleaned_part5.txt/157,['run/V'],['man/amod']
run/fic_1922_2297_cleaned_part1699.txt/12,['run/V'],['douglas/nsubj']
run/fic_1922_2523_cleaned_part4.txt/57,['run/V'],['who/nsubj']
run/fic_1913_4840_cleaned_part217.txt/11,['run/V'],['thrill/amod']
run/fic_1922_2327_cleaned_part844.txt/97,['run/V'],['who/nsubj']
run/fic_1917_2997_cleaned_part854.txt/7,['run/V'],['man/amod']
run/fic_1922_2297_cleaned_part1701.txt/3,['run/V'],['scott/nsubj']
run/fic_1913_4840_cleaned_part230.txt/96,['run/V'],['which/nsubj']
run/fic_1918_1051_cleaned_part1549.txt/25,['run/V'],['kate/nsubj']
run/fic_1912_664_cleaned_part400.txt/54,['run/V'],['more/nsubj']
run/fic_1918_1051_cleaned_part1550.txt/45,['run/V'],['kate/nsubj']
run/fic_1913_5228_cleaned_part994.txt/33,['run/V'],['barker/nsubj']
run/fic_1918_1051_cleaned_part1544.txt/10,['run/V'],['polly/nsubj']
run/fic_1929_16858_cleaned_part299.txt/6,['run/V'],['margot/nsubj']
run/fic_1920_488_cleaned_part403.txt/22,['run/V'],['half/nsubj']
run/fic_1913_4840_cleaned_part256.txt/44,['run/V'],['which/nsubj']
run/fic_1912_664_cleaned_part408.txt/44,['run/V'],['that/nsubj']
run/fic_1920_4797_cleaned_part622.txt/30,['run/V'],['which/nsubj']
run/fic_1921_5695_cleaned_part513.txt/3,['run/V'],['peggy/nsubj']
run/fic_1915_5360_cleaned_part543.txt/42,['run/V'],['tooley/nsubj']
run/fic_1917_13495_cleaned_part461.txt/19,['run/V'],['peter/nsubj']
run/fic_1921_5695_cleaned_part560.txt/21,['run/V'],['who/nsubj']
run/fic_1921_5695_cleaned_part558.txt/14,['run/V'],['peter/nsubj']
run/fic_1912_3500_cleaned_part670.txt/23,['run/V'],['animal/nsubj']
run/fic_1913_4840_cleaned_part274.txt/130,['run/V'],['which/nsubj']
run/fic_1922_3310_cleaned_part19.txt/18,['run/V'],['which/nsubj']
run/fic_1915_2358_cleaned_part609.txt/85,['run/V'],['man/nsubj']
run/fic_1913_4840_cleaned_part307.txt/91,['run/V'],['susan/nsubj']
run/fic_1916_2860_cleaned_part137.txt/21,['run/V'],['who/nsubj']
run/fic_1922_368_cleaned_part70.txt/52,['run/V'],['friend/nmod:poss']
run/fic_1919_1548_cleaned_part862.txt/37,['run/V'],['felice/nsubj']
run/fic_1929_16858_cleaned_part373.txt/33,['run/V'],['susan/nsubj']
run/fic_1922_3396_cleaned_part337.txt/24,['run/V'],['jane/nsubj']
run/fic_1919_1548_cleaned_part878.txt/165,['run/V'],['anybody/nsubj']
run/fic_1921_1234_cleaned_part1013.txt/71,['run/V'],['eye/nmod:poss']
run/fic_1922_3310_cleaned_part79.txt/62,['run/V'],['paul/nsubj']
run/fic_1922_16273_cleaned_part21.txt/16,['run/V'],['close/nsubj']
run/fic_1929_16858_cleaned_part376.txt/122,['run/V'],['bennie/nsubj']
run/fic_1911_5835_cleaned_part2490.txt/142,['run/V'],['that/nsubj']
run/fic_1911_5835_cleaned_part2491.txt/30,['run/V'],['shudder/nsubj']
run/fic_1921_1234_cleaned_part1026.txt/6,['run/V'],['whole/det']
run/fic_1915_2787_cleaned_part750.txt/17,['run/V'],['zura/nsubj']
run/fic_1922_5389_cleaned_part42.txt/36,['run/V'],['grit/nsubj']
run/fic_1923_3712_cleaned_part1145.txt/47,['run/V'],['china/nsubj']
run/fic_1922_5389_cleaned_part48.txt/73,['run/V'],['that/nsubj']
run/fic_1922_3087_cleaned_part418.txt/49,['run/V'],['memory/nmod:poss']
run/fic_1922_5389_cleaned_part58.txt/11,['run/V'],['grit/nsubj']
run/fic_1921_946_cleaned_part1533.txt/14,['run/V'],['mind/nmod:poss']
run/fic_1922_368_cleaned_part138.txt/30,['run/V'],['jip/nsubj']
run/fic_1921_946_cleaned_part1512.txt/59,['run/V'],['that/nsubj']
run/fic_1913_4676_cleaned_part384.txt/4,['run/V'],['doc/nsubj']
run/fic_1920_550_cleaned_part1268.txt/6,['run/V'],['woman/amod']
run/fic_1922_368_cleaned_part137.txt/31,['run/V'],['jip/nsubj']
run/fic_1918_1051_cleaned_part1697.txt/76,['run/V'],['polly/nsubj']
run/fic_1910_5623_cleaned_part672.txt/56,['run/V'],['which/nsubj']
run/fic_1922_5521_cleaned_part964.txt/23,['run/V'],['hand/nmod:poss']
run/fic_1918_1051_cleaned_part1704.txt/3,['run/V'],['polly/nsubj']
run/fic_1921_5695_cleaned_part678.txt/9,['run/V'],['that/nsubj']
run/fic_1913_5228_cleaned_part1148.txt/27,['run/V'],['messenger/nsubj']
run/fic_1910_5623_cleaned_part642.txt/13,['run/V'],['which/nsubj']
run/fic_1912_3500_cleaned_part797.txt/68,['run/V'],['that/nsubj']
run/fic_1917_2997_cleaned_part1051.txt/69,['run/V'],['prince/nsubj']
run/fic_1925_13340_cleaned_part166.txt/55,['run/V'],['that/nsubj']
run/fic_1915_1982_cleaned_part703.txt/50,['run/V'],['who/nsubj']
run/fic_1913_4840_cleaned_part416.txt/89,['run/V'],['which/nsubj']
run/fic_1913_4676_cleaned_part418.txt/64,['run/V'],['that/nsubj']
run/fic_1913_4676_cleaned_part418.txt/156,['run/V'],['which/nsubj']
run/fic_1922_5389_cleaned_part98.txt/3,['run/V'],['grit/nsubj']
run/fic_1917_4598_cleaned_part56.txt/44,['run/V'],['carfax/nsubj']
run/fic_1910_3136_cleaned_part82.txt/45,['run/V'],['spirit/nmod:poss']
run/fic_1915_2787_cleaned_part833.txt/59,['run/V'],['one/nsubj']
run/fic_1915_16225_cleaned_part14.txt/3,['run/V'],['phil/nsubj']
run/fic_1915_16225_cleaned_part15.txt/26,['run/V'],['life/nsubj']
